"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_add_more_than_available_product_to_cart","tests","Fri Jan 09 11:35:31 UTC 2026","passed","Fri Jan 09 11:35:31 UTC 2026","TestCartNegative","test_cart","",""
"","68","test_create_user_wrong_password[]","tests","Fri Jan 09 11:35:46 UTC 2026","passed","Fri Jan 09 11:35:46 UTC 2026","TestUserNegative","test_user","",""
"","884","test_user_login","tests","Fri Jan 09 11:35:28 UTC 2026","passed","Fri Jan 09 11:35:29 UTC 2026","TestAuthenticationPositive","test_authentication","",""
"","34","test_create_user_wrong_password[qwert]","tests","Fri Jan 09 11:35:47 UTC 2026","passed","Fri Jan 09 11:35:47 UTC 2026","TestUserNegative","test_user","",""
"","0","test_add_not_existing_product_to_cart","tests","Fri Jan 09 11:35:30 UTC 2026","passed","Fri Jan 09 11:35:30 UTC 2026","TestCartNegative","test_cart","",""
"","283","test_user_login_unregistered_email","tests","Fri Jan 09 11:35:29 UTC 2026","passed","Fri Jan 09 11:35:29 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","34","test_get_cart","tests","Fri Jan 09 11:35:42 UTC 2026","passed","Fri Jan 09 11:35:42 UTC 2026","TestCartPositive","test_cart","",""
"","13","test_get_order_by_id","tests","Fri Jan 09 11:35:35 UTC 2026","passed","Fri Jan 09 11:35:35 UTC 2026","TestOrderPositive","test_order","",""
"","0","test_create_product_wrong_data_format","tests","Fri Jan 09 11:35:45 UTC 2026","passed","Fri Jan 09 11:35:45 UTC 2026","TestProductNegative","test_product","",""
"","547","test_user_login_invalid_email_format[@mail.ru]","tests","Fri Jan 09 11:35:29 UTC 2026","passed","Fri Jan 09 11:35:30 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","784","test_create_user","tests","Fri Jan 09 11:35:45 UTC 2026","passed","Fri Jan 09 11:35:45 UTC 2026","TestUserPositive","test_user","",""
"","1","test_create_order_without_availability_items_in_cart","tests","Fri Jan 09 11:35:35 UTC 2026","passed","Fri Jan 09 11:35:35 UTC 2026","TestOrderNegative","test_order","",""
"","0","test_create_product_without_required_field","tests","Fri Jan 09 11:35:45 UTC 2026","passed","Fri Jan 09 11:35:45 UTC 2026","TestProductNegative","test_product","",""
"","159","test_update_product","tests","Fri Jan 09 11:35:45 UTC 2026","passed","Fri Jan 09 11:35:45 UTC 2026","TestProductPositive","test_product","",""
"","107","test_user_login_invalid_email_format[]","tests","Fri Jan 09 11:35:28 UTC 2026","passed","Fri Jan 09 11:35:29 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","0","test_create_order_with_deleted_cart","tests","Fri Jan 09 11:35:35 UTC 2026","passed","Fri Jan 09 11:35:35 UTC 2026","TestOrderNegative","test_order","",""
"","0","test_create_user_existing_email","tests","Fri Jan 09 11:35:46 UTC 2026","passed","Fri Jan 09 11:35:46 UTC 2026","TestUserNegative","test_user","",""
"","210","test_user_login_invalid_email_format[test@mail]","tests","Fri Jan 09 11:35:30 UTC 2026","passed","Fri Jan 09 11:35:30 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","364","test_create_user_wrong_password[goxtKsdqYKIzmIFOTwkYOXNmermrTsShEpEhCjrvojfKZILuibjEXMPFGVsewfFuyvkQOXCmJippSdAuZoxGTaUSutgeizZygQgyEPIbADJhOGBQYgAaFAxeANhwzcwGr]","tests","Fri Jan 09 11:35:46 UTC 2026","passed","Fri Jan 09 11:35:46 UTC 2026","TestUserNegative","test_user","",""
"","302","test_update_user","tests","Fri Jan 09 11:35:47 UTC 2026","passed","Fri Jan 09 11:35:48 UTC 2026","TestUserPositive","test_user","",""
"","17","test_create_order","tests","Fri Jan 09 11:35:35 UTC 2026","passed","Fri Jan 09 11:35:35 UTC 2026","TestOrderPositive","test_order","",""
"","158","test_delete_product","tests","Fri Jan 09 11:35:44 UTC 2026","passed","Fri Jan 09 11:35:45 UTC 2026","TestProductPositive","test_product","",""
"","623","test_user_login_empty_password","tests","Fri Jan 09 11:35:31 UTC 2026","passed","Fri Jan 09 11:35:32 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","84","test_delete_cart","tests","Fri Jan 09 11:35:47 UTC 2026","passed","Fri Jan 09 11:35:47 UTC 2026","TestCartPositive","test_cart","",""
"","39","test_create_user_wrong_email[@mail.ru]","tests","Fri Jan 09 11:35:45 UTC 2026","passed","Fri Jan 09 11:35:46 UTC 2026","TestUserNegative","test_user","",""
"","117","test_user_login_invalid_email_format[test@.ru]","tests","Fri Jan 09 11:35:28 UTC 2026","passed","Fri Jan 09 11:35:28 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","162","test_get_orders","tests","Fri Jan 09 11:35:41 UTC 2026","passed","Fri Jan 09 11:35:41 UTC 2026","TestOrderPositive","test_order","",""
"","0","test_create_user_wrong_phone","tests","Fri Jan 09 11:35:46 UTC 2026","passed","Fri Jan 09 11:35:46 UTC 2026","TestUserNegative","test_user","",""
"","0","test_create_product_empty_data","tests","Fri Jan 09 11:35:47 UTC 2026","passed","Fri Jan 09 11:35:47 UTC 2026","TestProductNegative","test_product","",""
"","0","test_create_user_without_required_field","tests","Fri Jan 09 11:35:46 UTC 2026","passed","Fri Jan 09 11:35:46 UTC 2026","TestUserNegative","test_user","",""
"","15","test_update_cart","tests","Fri Jan 09 11:35:42 UTC 2026","passed","Fri Jan 09 11:35:42 UTC 2026","TestCartPositive","test_cart","",""
"","860","test_admin_login","tests","Fri Jan 09 11:35:30 UTC 2026","passed","Fri Jan 09 11:35:31 UTC 2026","TestAuthenticationPositive","test_authentication","",""
