"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","819","Создание пользователя с валидными данными","tests","Sat Jan 10 06:23:43 UTC 2026","passed","Sat Jan 10 06:23:44 UTC 2026","TestUserPositive","test_user","",""
"","64","Создание пользователя с невалидным паролем","tests","Sat Jan 10 06:23:48 UTC 2026","passed","Sat Jan 10 06:23:48 UTC 2026","TestUserNegative","test_user","",""
"","16","Создание пользователя с невалидным телефоном","tests","Sat Jan 10 06:23:48 UTC 2026","passed","Sat Jan 10 06:23:48 UTC 2026","TestUserNegative","test_user","",""
"","106","Удаление существующего продукта","tests","Sat Jan 10 06:23:43 UTC 2026","passed","Sat Jan 10 06:23:43 UTC 2026","TestProductPositive","test_product","",""
"","57","Удаление единицы продукта из корзины","tests","Sat Jan 10 06:23:42 UTC 2026","passed","Sat Jan 10 06:23:42 UTC 2026","TestCartPositive","test_cart","",""
"","90","Создание пользователя с невалидным телефоном","tests","Sat Jan 10 06:23:48 UTC 2026","passed","Sat Jan 10 06:23:48 UTC 2026","TestUserNegative","test_user","",""
"","391","Создание пользователя с невалидным email","tests","Sat Jan 10 06:23:47 UTC 2026","passed","Sat Jan 10 06:23:48 UTC 2026","TestUserNegative","test_user","",""
"","119","Получение данных корзины","tests","Sat Jan 10 06:23:37 UTC 2026","passed","Sat Jan 10 06:23:38 UTC 2026","TestCartPositive","test_cart","",""
"","0","Создание заказа если один из продуктов недоступен","tests","Sat Jan 10 06:23:41 UTC 2026","passed","Sat Jan 10 06:23:41 UTC 2026","TestOrderNegative","test_order","",""
"","30","Создание пользователя с невалидным email","tests","Sat Jan 10 06:23:48 UTC 2026","passed","Sat Jan 10 06:23:48 UTC 2026","TestUserNegative","test_user","",""
"","13","Создание пользователя с невалидным телефоном","tests","Sat Jan 10 06:23:48 UTC 2026","passed","Sat Jan 10 06:23:48 UTC 2026","TestUserNegative","test_user","",""
"","53","Логин пользователя с валидным, но не зарегистрированным email и валидным паролем","tests","Sat Jan 10 06:23:32 UTC 2026","passed","Sat Jan 10 06:23:32 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","308","Создание пользователя с невалидным паролем","tests","Sat Jan 10 06:23:48 UTC 2026","passed","Sat Jan 10 06:23:48 UTC 2026","TestUserNegative","test_user","",""
